Address A	Port A	Address B	Port B	Packets	Bytes	Packets A → B	Bytes A → B	Packets B → A	Bytes B → A	Rel Start	Duration	Bits/s A → B	Bits/s B → A
93.171.241.18	45781	192.168.1.4	42476	20	2241	4	296	16	1945	0.043524883	74.35370991	31.84777199	209.2699882
94.180.245.1	61251	192.168.1.4	45658	2	128	1	54	1	74	0.06340333	0.546253952	790.8409604	1083.74502
94.190.190.254	46269	192.168.1.4	39710	1	74	0	0	1	74	0.046293149	0	0	0
94.228.21.66	55295	192.168.1.4	46006	2	128	1	54	1	74	0.016423256	0.245401391	1760.38122	2412.374264
95.66.140.121	59078	192.168.1.4	52228	2	128	1	54	1	74	0.045344385	0.381873362	1131.265082	1550.252149
95.87.127.133	50594	192.168.1.4	35854	2	128	1	54	1	74	0.061531307	0.468186374	922.7094678	1264.453715
95.140.27.135	60275	192.168.1.4	35322	2	128	1	54	1	74	0.037555581	0.272393032	1585.943652	2173.33019
96.9.73.79	61057	192.168.1.4	40356	2	128	1	54	1	74	0.050248761	0.624553657	691.6939724	947.8769252
103.15.140.138	42584	192.168.1.4	33660	28	8823	16	7257	12	1566	0.065955611	4.333682605	13396.45869	2890.843918
103.71.255.10	51242	192.168.1.4	50296	2	128	1	54	1	74	0.034041471	0.465565491	927.9038252	1271.571909
103.75.32.132	53130	192.168.1.4	38470	2	128	1	54	1	74	0.029549385	0.360045747	1199.847529	1644.235503
103.76.170.50	60240	192.168.1.4	34426	3	202	1	54	2	148	0.071352346	1.66835314	258.9379848	709.6818843
103.77.23.202	59311	192.168.1.4	42122	28	8856	12	6982	16	1874	0.074431353	23.62537129	2364.237976	634.5720377
103.85.19.169	39856	192.168.1.4	32882	30	8972	15	7196	15	1776	0.051053369	5.068583446	11357.80847	2803.150062
103.92.153.17	57408	192.168.1.4	54600	27	8757	15	7191	12	1566	0.054623286	4.465038666	12884.09895	2805.798771
103.106.148.200	53712	192.168.1.4	53506	4	276	1	54	3	222	0.027544764	3.482182548	124.0601244	510.0249558
103.107.163.129	51327	192.168.1.4	44802	5	370	0	0	5	370	0.04699872	15.47076938	0	191.3285582
103.109.93.25	44550	192.168.1.4	41656	27	8757	15	7191	12	1566	0.053931271	4.285543905	13423.73367	2923.316218
103.115.100.246	47788	192.168.1.4	36664	3	202	1	54	2	148	0.069495258	1.630123853	265.0105384	726.3251794
103.194.240.54	53908	192.168.1.4	46910	33	10602	15	8592	18	2010	0.04437577	6.52684379	10531.27702	2463.671649
103.205.27.46	52311	192.168.1.4	37760	2	128	1	54	1	74	0.040727426	0.62842657	687.4311505	942.0352803
103.206.201.179	37938	192.168.1.4	37158	5	370	0	0	5	370	0.054714088	15.46255499	0	191.4302004
103.237.174.82	55326	192.168.1.4	41712	5	370	0	0	5	370	0.023616414	15.49464854	0	191.0336974
103.243.82.234	59063	192.168.1.4	46230	29	8889	15	7191	14	1698	0.042135299	4.267484932	13480.53969	3183.139535
110.36.218.126	36651	192.168.1.4	34692	2	128	1	54	1	74	0.062653533	0.612113148	705.7518719	967.1414541
110.74.193.235	53569	192.168.1.4	33704	5	370	0	0	5	370	0.051486617	15.46639627	0	191.3826562
110.235.198.3	57660	192.168.1.4	46198	1	74	0	0	1	74	0.049605929	0	0	0
113.11.47.242	40071	192.168.1.4	35178	5	370	0	0	5	370	0.055134971	15.46277258	0	191.4275066
114.35.29.247	42313	192.168.1.4	41294	29	8913	16	7269	13	1644	0.05110647	3.778743196	15389.24372	3480.522311
115.127.39.66	55474	192.168.1.4	45852	5	370	0	0	5	370	0.053229362	15.46466352	0	191.4040999
115.178.27.125	48497	192.168.1.4	44920	3	202	1	54	2	148	0.068859952	1.540812702	280.3715205	768.4256487
116.212.152.128	36041	192.168.1.4	35318	2	128	1	54	1	74	0.024269504	0.445294902	970.1436016	1329.456047
117.196.236.162	43989	192.168.1.4	40772	2	128	1	54	1	74	0.053707051	0.621125277	695.5118653	953.1088525
118.173.232.5	55124	192.168.1.4	43092	3	202	1	54	2	148	0.06825383	1.551234974	278.4877902	763.2628324
118.173.232.43	48204	192.168.1.4	34094	2	128	1	54	1	74	0.029807931	0.419865926	1028.899878	1409.973907
118.174.234.129	54431	192.168.1.4	42324	2	128	1	54	1	74	0.03345138	0.446035951	968.5317944	1327.247274
118.175.93.28	61285	192.168.1.4	33220	2	128	1	54	1	74	0.052765461	0.66674305	647.9257639	887.8982691
119.82.252.115	49085	192.168.1.4	40148	28	8934	16	7280	12	1654	0.038834294	3.700756794	15737.32165	3575.48489
119.82.253.155	37436	192.168.1.4	36578	2	128	1	54	1	74	0.030948009	0.388576188	1111.751089	1523.510751
122.15.131.65	57873	192.168.1.4	50538	5	370	0	0	5	370	0.073755973	15.44370397	0	191.6638655
122.102.41.82	56067	192.168.1.4	45878	3	202	1	54	2	148	0.072384036	1.707245092	253.0392397	693.5149532
124.41.211.213	54986	192.168.1.4	45034	4	276	1	54	3	222	0.074144616	3.495501997	123.587399	508.0815292
124.41.213.203	55187	192.168.1.4	53532	5	370	0	0	5	370	0.066610244	15.45141143	0	191.5682599
124.41.240.56	50526	192.168.1.4	41452	5	370	0	0	5	370	0.055423087	15.4618318	0	191.4391541
125.209.108.26	53126	192.168.1.4	43184	2	128	1	54	1	74	0.064560144	0.795047703	543.3636225	744.6094087
128.201.97.156	53281	192.168.1.4	51646	12	1584	1	74	11	1510	0.04038015	103.0288653	5.745962535	117.248695
131.108.63.213	57604	192.168.1.4	46852	2	148	0	0	2	148	0.033816059	1.019574782	0	1161.268424
138.122.5.22	61201	192.168.1.4	36784	2	148	0	0	2	148	0.051718252	1.001547924	0	1182.170091
138.186.122.105	43602	192.168.1.4	42768	20	2152	4	296	16	1856	0.043810374	86.64240333	27.33072848	171.3710542
149.255.243.78	51372	192.168.1.4	42442	39	9621	20	7541	19	2080	0.046397883	9.391972461	6423.357846	1771.725808
154.0.15.166	49713	192.168.1.4	45872	2	128	1	54	1	74	0.044602273	0.495056722	872.6272785	1195.822567
159.192.97.83	55938	192.168.1.4	48634	1	74	0	0	1	74	0.036981277	0	0	0
165.90.211.69	61692	192.168.1.4	43598	1	74	0	0	1	74	0.065093484	0	0	0
166.249.54.244	55867	192.168.1.4	43756	5	370	0	0	5	370	0.036774179	15.48093539	0	191.2029167
169.255.67.244	37804	192.168.1.4	36816	6	447	1	77	5	370	0.074075391	121.2654473	5.079765207	24.40926139
170.0.112.199	50294	192.168.1.4	37928	50	11229	22	8240	28	2989	0.029185106	24.14322847	2730.372207	990.4226366
170.0.112.226	50294	192.168.1.4	33160	40	10594	15	7547	25	3047	0.061571692	26.46935779	2280.977139	920.9139183
170.210.236.1	34792	192.168.1.4	32956	2	128	1	54	1	74	0.050484279	0.599226116	720.9298601	987.9409195
175.100.185.151	53281	192.168.1.4	43284	28	8938	12	6988	16	1950	0.064718213	6.121813846	9131.934	2548.264353
176.98.75.120	45259	192.168.1.4	40040	3	202	1	54	2	148	0.071686457	1.437804898	300.4580111	823.4775119
176.120.211.176	58035	192.168.1.4	36072	10	1258	1	74	9	1184	0.035931771	90.74540033	6.523746635	104.3799462
176.221.112.82	52094	192.168.1.4	44248	5	370	0	0	5	370	0.044887475	15.47296753	0	191.3013774
177.66.255.232	61798	192.168.1.4	35128	5	370	0	0	5	370	0.047628563	15.47024238	0	191.335076
177.75.143.198	43223	192.168.1.4	37484	2	128	1	54	1	74	0.050713092	0.598963252	721.246251	988.3744921
177.220.171.54	60729	192.168.1.4	53600	3	202	1	54	2	148	0.071577865	1.538066516	280.872118	769.7976568
178.124.152.84	52676	192.168.1.4	33408	2	128	1	54	1	74	0.035616148	0.274301561	1574.90901	2158.208644
178.170.254.178	46788	192.168.1.4	32984	2	148	0	0	2	148	0.038247198	1.015094314	0	1166.394081
181.112.57.34	60148	192.168.1.4	55826	5	370	0	0	5	370	0.068448901	15.44898001	0	191.5984096
181.113.17.230	59067	192.168.1.4	47172	11	1421	1	74	10	1347	0.037129195	56.44012793	10.48899111	190.9279868
181.113.135.254	52058	192.168.1.4	35894	13	1480	1	74	12	1406	0.068735396	70.23247251	8.42914935	160.1538376
181.196.147.98	45882	192.168.1.4	34302	2	128	1	54	1	74	0.012392607	0.29736224	1452.77356	1990.837841
182.53.206.40	52214	192.168.1.4	43738	2	128	1	54	1	74	0.023602216	0.38599014	1119.199573	1533.717934
182.75.21.30	46527	192.168.1.4	43436	5	370	0	0	5	370	0.046774918	15.47109049	0	191.3245871
185.136.151.20	58371	192.168.1.4	33772	3	222	0	0	3	222	0.06274881	3.017119127	0	588.6409934
186.30.57.251	48786	192.168.1.4	33456	2	128	1	54	1	74	0.067761987	0.74192377	582.2700626	797.9256413
187.87.241.25	53386	192.168.1.4	47410	5	370	0	0	5	370	0.031207775	15.48658975	0	191.1331059
189.127.35.51	41615	192.168.1.4	36408	5	370	0	0	5	370	0.068019437	15.45003098	0	191.5853764
190.152.5.126	53040	192.168.1.4	42860	12	1495	1	74	11	1421	0.069871735	59.99133968	9.868091013	189.494018
190.248.13.19	50553	192.168.1.4	48640	10	1258	1	74	9	1184	0.04467633	61.5525662	9.617795594	153.8847295
190.248.136.18	53963	192.168.1.4	35090	5	370	0	0	5	370	0.068221504	15.44984362	0	191.5876997
192.140.42.82	39448	192.168.1.4	34790	2	128	1	54	1	74	0.049251705	0.760387162	568.1316329	778.5507562
192.168.1.4	57910	84.241.19.214	4145	5	370	5	370	0	0	0	15.51758063	190.7513852	0
192.168.1.4	37940	45.114.144.106	23500	5	370	5	370	0	0	0.002716974	15.51494775	190.7837556	0
192.168.1.4	57138	103.76.188.85	44827	2	128	1	74	1	54	0.008807076	0.940800288	629.2515081	459.1835329
192.168.1.4	49444	195.177.75.106	30297	10	1258	9	1184	1	74	0.00882722	74.38848475	127.3315357	7.95822098
192.168.1.4	53044	41.162.117.37	8080	5	370	5	370	0	0	0.00892011	15.50876758	190.8597821	0
192.168.1.4	53622	159.192.97.181	23500	5	370	5	370	0	0	0.009095828	15.50912775	190.8553497	0
192.168.1.4	53000	182.52.51.15	33680	10	1258	9	1184	1	74	0.009378815	66.19584971	143.0905418	8.943158863
192.168.1.4	38512	18.228.217.208	80	2	128	1	74	1	54	0.009820614	0.299872726	1974.170869	1440.611174
192.168.1.4	53584	203.17.150.95	38498	2	128	1	74	1	54	0.00983354	0.428789756	1380.629998	1007.486755
192.168.1.4	60944	183.81.157.178	52555	2	128	1	74	1	54	0.009925768	0.369872648	1600.550901	1167.969576
192.168.1.4	53862	103.248.31.244	4145	1	74	1	74	0	0	0.010135845	0	0	0
192.168.1.4	58208	80.211.154.106	8080	5	370	5	370	0	0	0.010743158	15.50750644	190.8753036	0
192.168.1.4	56016	168.181.121.195	51514	2	128	1	74	1	54	0.011172569	0.278426093	2126.2375	1551.578716
192.168.1.4	49898	176.98.76.210	45280	2	128	1	74	1	54	0.011642201	0.250150306	2366.577157	1726.961709
192.168.1.4	51732	119.235.19.42	38546	15	1806	14	1732	1	74	0.011851504	82.57738373	167.7941268	7.169033133
192.168.1.4	47872	65.173.110.238	37252	5	370	5	370	0	0	0.014745253	15.50297598	190.9310834	0
192.168.1.4	44404	196.18.215.37	3128	14	1821	13	1747	1	74	0.020017291	86.66616693	161.2624683	6.830808618
192.168.1.4	49578	196.38.8.91	8080	5	370	5	370	0	0	0.020271893	15.49734917	191.0004071	0
192.168.1.4	58960	202.178.125.99	33853	5	370	5	370	0	0	0.020649977	15.49708756	191.0036314	0
192.168.1.4	50660	67.226.65.195	80	9	1205	6	489	3	716	0.021113749	0.838463715	4665.675962	6831.541899
192.168.1.4	60718	141.101.236.49	56000	2	128	1	74	1	54	0.021140008	0.248610376	2381.236091	1737.658769
192.168.1.4	45502	157.230.43.245	8888	2	128	1	74	1	54	0.022081155	0.267681186	2211.586137	1613.860154
192.168.1.4	55560	128.201.240.245	4145	2	128	1	74	1	54	0.023542238	0.356226198	1661.86542	1212.712603
192.168.1.4	57900	202.93.226.170	4145	29	8878	13	1632	16	7246	0.024514099	5.76509592	2264.6631	10054.99315
192.168.1.4	33090	128.40.76.198	80	13	1607	12	1541	1	66	0.025164296	94.85211547	129.9707438	5.566560085
192.168.1.4	41796	197.248.224.242	80	2	128	1	74	1	54	0.025290552	0.31426265	1883.774607	1374.646335
192.168.1.4	48320	78.132.136.40	32431	15	1507	12	1099	3	408	0.025866244	30.16388933	291.4743488	108.2088574
192.168.1.4	58460	92.62.66.161	4145	32	9140	15	1800	17	7340	0.026243263	3.623408975	3974.158065	16205.73344
192.168.1.4	52938	101.255.124.202	42608	2	128	1	74	1	54	0.026963397	0.292673242	2022.733599	1476.048842
192.168.1.4	58994	94.240.46.195	23500	5	370	5	370	0	0	0.02710714	15.49117261	191.0765618	0
192.168.1.4	37848	170.0.124.161	4145	30	9484	15	2281	15	7203	0.027533633	7.022162699	2598.629622	8206.018925
192.168.1.4	60398	80.191.162.51	44199	27	8757	12	1566	15	7191	0.027779527	3.212090399	3900.263829	17909.83218
192.168.1.4	34916	182.52.51.181	3629	5	370	5	370	0	0	0.028307606	15.4893212	191.0994008	0
192.168.1.4	60118	91.195.131.242	4145	5	370	5	370	0	0	0.028780101	15.48886954	191.1049733	0
192.168.1.4	42768	185.80.130.78	3128	2	128	1	74	1	54	0.028963782	0.232901658	2541.845365	1854.860132
192.168.1.4	52376	37.19.94.86	4145	5	370	5	370	0	0	0.028978859	15.48878443	191.1060235	0
192.168.1.4	51996	183.81.158.106	4145	31	9057	16	1866	15	7191	0.029210916	10.98026917	1359.529513	5239.215823
192.168.1.4	56878	170.79.121.38	4145	8	553	5	347	3	206	0.029729063	30.29008555	91.64714955	54.40724152
192.168.1.4	37684	31.145.137.166	4145	5	370	5	370	0	0	0.029739187	15.48793614	191.1164905	0
192.168.1.4	56416	101.109.255.243	50098	2	128	1	74	1	54	0.029775943	0.408794169	1448.161556	1056.766541
192.168.1.4	39642	188.186.182.125	4145	27	8746	12	1566	15	7180	0.030068835	2.479614892	5052.397467	23164.88749
192.168.1.4	54368	91.139.1.158	37504	12	1309	10	1161	2	148	0.03013049	55.423052	167.5836979	21.36295201
192.168.1.4	56390	103.229.177.51	45275	2	128	1	74	1	54	0.03035388	0.449104935	1318.177454	961.9132776
192.168.1.4	50880	62.74.230.146	40018	29	9009	14	1802	15	7207	0.030408076	16.22914903	888.278244	3552.620036
192.168.1.4	60170	163.53.150.230	30195	2	128	1	74	1	54	0.03066332	0.358870908	1649.618252	1203.775481
192.168.1.4	56954	1.10.186.157	51976	2	128	1	74	1	54	0.031683827	0.428010501	1383.143635	1009.321031
192.168.1.4	40134	197.232.55.224	39385	2	128	1	74	1	54	0.031697547	0.338017754	1751.387295	1278.039378
192.168.1.4	47834	103.91.120.65	40540	28	8836	14	1722	14	7114	0.031975973	11.01769596	1250.352165	5165.508305
192.168.1.4	53500	36.67.27.189	53323	2	128	1	74	1	54	0.032070204	0.447357933	1323.325142	965.6696979
192.168.1.4	46898	88.150.135.10	36624	2	128	1	74	1	54	0.032378354	0.23730257	2494.705388	1820.460689
192.168.1.4	47260	185.59.244.161	41258	5	370	5	370	0	0	0.032641021	15.48565274	191.1446711	0
192.168.1.4	53916	103.226.227.218	43010	5	370	5	370	0	0	0.032896017	15.4847864	191.1553653	0
192.168.1.4	54910	85.52.217.114	42544	2	128	1	74	1	54	0.032909502	0.236867849	2499.283894	1823.80176
192.168.1.4	59148	96.9.91.27	53523	2	128	1	74	1	54	0.033464131	0.416178337	1422.467119	1038.016546
192.168.1.4	46254	118.179.69.233	44505	5	370	5	370	0	0	0.033702198	15.4839903	191.1651933	0
192.168.1.4	52730	182.253.233.10	8080	2	128	1	74	1	54	0.034068441	0.575612219	1028.470176	750.5052633
192.168.1.4	36034	87.244.182.181	32598	10	1258	9	1184	1	74	0.034322809	90.74703444	104.3780666	6.52362916
192.168.1.4	52486	188.130.240.17	52343	5	370	5	370	0	0	0.034449999	15.4833694	191.1728594	0
192.168.1.4	46564	200.255.122.170	8080	34	9015	15	1684	19	7331	0.034636586	3.205188609	4203.184787	18297.83116
192.168.1.4	51294	103.94.7.254	4145	5	370	5	370	0	0	0.034746255	15.48307857	191.1764502	0
192.168.1.4	52798	91.228.32.70	6969	2	128	1	74	1	54	0.034855297	0.24480665	2418.234962	1764.657945
192.168.1.4	38268	168.205.84.55	4145	2	128	1	74	1	54	0.035004613	0.414693743	1427.559518	1041.732621
192.168.1.4	45490	196.18.215.75	3128	5	370	5	370	0	0	0.035527502	15.48217032	191.1876655	0
192.168.1.4	50554	46.20.93.83	41258	36	9534	18	2105	18	7429	0.035845681	2.643811397	6369.592029	22479.66707
192.168.1.4	49780	95.31.32.102	34233	2	128	1	74	1	54	0.036065787	0.293578074	2016.499366	1471.499537
192.168.1.4	55748	95.79.54.143	80	5	370	5	370	0	0	0.036077887	15.48223028	191.186925	0
192.168.1.4	52072	118.179.84.106	34236	5	370	5	370	0	0	0.036232473	15.48148288	191.196155	0
192.168.1.4	48464	5.140.233.249	33455	3	202	2	148	1	54	0.036279014	1.35336175	874.8584774	319.2051201
192.168.1.4	45852	46.228.199.70	3128	2	128	1	74	1	54	0.03644604	0.233377425	2536.663518	1851.078784
192.168.1.4	43880	130.193.112.146	36923	12	1406	11	1332	1	74	0.036658884	78.45658558	135.8203384	7.545574353
192.168.1.4	59062	195.128.119.233	4145	8	553	5	347	3	206	0.036672747	30.14309601	92.09405695	54.67255254
192.168.1.4	53092	105.255.223.2	8080	16	1864	13	1642	3	222	0.037231686	82.55195707	159.1240289	21.51372376
192.168.1.4	55518	103.106.56.33	4145	30	8979	15	1788	15	7191	0.037328253	10.84234508	1319.27179	5305.863221
192.168.1.4	59716	177.66.53.203	43493	2	128	1	74	1	54	0.037340428	0.442175363	1338.835334	976.9879467
192.168.1.4	52428	103.226.142.90	47460	26	8806	13	1758	13	7048	0.03757867	5.542089008	2537.671261	10173.78103
192.168.1.4	50622	81.163.62.221	31299	2	128	1	74	1	54	0.037677612	0.321759742	1839.882132	1342.616691
192.168.1.4	35602	1.20.97.166	32588	2	128	1	74	1	54	0.037777422	0.50195725	1179.383304	860.6310597
192.168.1.4	33382	170.245.173.87	4145	5	370	5	370	0	0	0.037963858	15.47976276	191.2174008	0
192.168.1.4	56610	143.0.140.200	3128	2	128	1	74	1	54	0.038264339	0.501441054	1180.597391	861.5170149
192.168.1.4	58850	170.79.122.194	4145	9	603	5	355	4	248	0.03851376	1.971127904	1440.79945	1006.53032
192.168.1.4	45324	31.29.62.188	4145	29	8930	15	1800	14	7130	0.038847934	3.950856114	3644.779659	14437.3772
192.168.1.4	44396	78.187.50.200	30852	2	128	1	74	1	54	0.03994946	0.409658327	1445.106717	1054.537334
192.168.1.4	49362	178.217.168.77	46062	2	128	1	74	1	54	0.040083032	0.409447897	1445.849409	1055.079299
192.168.1.4	45138	103.106.216.21	21913	15	1717	14	1643	1	74	0.040295368	71.28487918	184.3869296	8.304706508
192.168.1.4	45124	3.8.121.95	80	5	370	5	370	0	0	0.040333291	15.4780025	191.2391473	0
192.168.1.4	47886	93.177.150.112	45186	2	128	1	74	1	54	0.040740317	0.328904113	1799.916683	1313.452714
192.168.1.4	48920	176.119.18.92	30996	2	128	1	74	1	54	0.041092375	0.378265202	1565.039546	1142.055885
192.168.1.4	53862	200.5.35.234	4145	2	128	1	74	1	54	0.041134397	0.498658889	1187.184292	866.3236724
192.168.1.4	56908	36.89.81.129	53732	2	128	1	74	1	54	0.041173049	0.478493328	1237.216833	902.8339053
192.168.1.4	37898	185.194.24.187	37854	1	74	1	74	0	0	0.041240722	0	0	0
192.168.1.4	40746	93.87.51.138	23500	1	74	1	74	0	0	0.041530369	0	0	0
192.168.1.4	60690	103.10.61.106	59733	27	8757	12	1566	15	7191	0.0415428	4.388181063	2854.941448	13109.75987
192.168.1.4	39134	178.150.242.139	36086	5	370	5	370	0	0	0.041678402	15.47667173	191.2555911	0
192.168.1.4	53882	1.20.99.176	47005	11	1421	10	1347	1	74	0.041744564	52.85151704	203.8919714	11.20119219
192.168.1.4	49124	18.220.245.122	80	5	370	5	370	0	0	0.041804525	15.47592764	191.2647868	0
192.168.1.4	34386	103.73.86.67	8080	5	370	5	370	0	0	0.042197394	15.47565218	191.2681912	0
192.168.1.4	41152	103.211.8.125	4145	29	8914	16	1866	13	7048	0.042283313	11.50754691	1297.235641	4899.741051
192.168.1.4	45228	170.80.52.33	4145	31	9021	16	1846	15	7175	0.042460702	5.897195733	2504.241112	9733.439858
192.168.1.4	46000	172.96.224.179	80	1	74	1	74	0	0	0.042803737	0	0	0
192.168.1.4	58396	178.32.59.233	53281	5	370	5	370	0	0	0.043091554	15.47527288	191.2728792	0
192.168.1.4	37842	110.74.219.10	30906	2	128	1	74	1	54	0.043404763	0.596317882	992.7590935	724.445825
192.168.1.4	46932	187.111.192.142	30485	2	128	1	74	1	54	0.043438498	0.516076785	1147.116121	837.0847373
192.168.1.4	52226	111.92.243.154	37539	2	128	1	74	1	54	0.04368949	0.596098932	993.1237387	724.7119175
192.168.1.4	48768	119.252.175.38	4550	31	9162	16	1954	15	7208	0.043798905	11.83587716	1320.730166	4871.966752
192.168.1.4	49540	95.38.211.185	4145	2	128	1	74	1	54	0.043844518	0.38340526	1544.058107	1126.745105
192.168.1.4	54536	118.172.201.109	54347	2	128	1	74	1	54	0.044025003	0.565610604	1046.656473	763.7763453
192.168.1.4	52402	37.53.83.40	50887	30	8960	14	1698	16	7262	0.044260061	2.87537845	4724.24769	20204.64471
192.168.1.4	56812	109.245.214.49	42004	2	128	1	74	1	54	0.044579834	0.36494286	1622.171756	1183.746957
192.168.1.4	37534	125.27.251.208	30753	2	128	1	74	1	54	0.045045613	0.56470517	1048.334656	765.000965
192.168.1.4	43968	188.233.188.128	31244	10	1169	9	1095	1	74	0.045057815	55.92020029	156.6517994	10.5865143
